grid_cell,Arable,Aridity,Forest,Grassland,Pastureland,Pop_den,Precipitation,Shrubland,Temp_max,Terrain_roughness,Wetlands
5761,0,63.1630973815918,254.35870361328125,25.206504821777344,0,6.329178722808138e-5,123.40750122070313,573.4931640625,295.6633605957031,4.6561279296875,145.4254608154297
5762,0,63.69929885864258,183.53134155273438,56.9548454284668,0,0.006345870438963175,121.9793701171875,557.6396484375,290.2710266113281,4.548986434936523,200.2691192626953
5763,0,61.98098373413086,72.07310485839844,243.96664428710938,0,3.0868849717080593e-4,122.06639099121094,465.04364013671875,280.92730712890625,4.5112409591674805,217.35525512695313
5764,0,59.53050231933594,2.347860097885132,600.5528564453125,0,0,123.5460205078125,154.82078552246094,271.5655517578125,3.003392457962036,240.94183349609375
5765,0,59.321353912353516,7.731635560048744e-5,576.7430419921875,0,0,130.9145050048828,103.17200469970703,265.6929016113281,2.308067560195923,318.89202880859375
5766,0,59.495967864990234,0,540.29534912109375,0,0,131.5518341064453,212.5893096923828,263.5252380371094,1.9699839353561401,245.8809356689453
5767,0,60.032066345214844,0,469.4554138183594,0,0,128.00784301757813,271.78778076171875,265.2817077636719,2.361794948577881,257.5128173828125
5768,0,59.68549728393555,0,531.230712890625,0,0,125.86638641357422,134.5624237060547,266.82427978515625,2.675601005554199,333.0457763671875
5769,0,58.98900604248047,0,730.60931396484375,0,0,123.5576400756836,33.353302001953125,264.3627014160156,2.3554956912994385,234.9622802734375
5770,0,58.88431167602539,0,841.30950927734375,0,0,122.12944030761719,27.043487548828125,262.2250061035156,1.9409160614013672,130.64442443847656
5771,0,58.06405258178711,0,866.42108154296875,0,0,117.89454650878906,47.04566955566406,259.0925598144531,2.765275001525879,85.44317626953125
5772,0,58.50202560424805,0.004430814180523157,916.7677001953125,0,0,118.24668884277344,19.185609817504883,258.0043640136719,2.5067028999328613,63.23951721191406
5773,0,60.40650939941406,0.009512724354863167,889.24853515625,0,0,120.70948028564453,45.403900146484375,261.7146911621094,1.8345160484313965,64.51017761230469
5774,0,60.91604232788086,0.0051198359578847885,849.040771484375,0,0,122.29209899902344,79.03260803222656,266.3399963378906,2.281036376953125,70.96739196777344
5775,0,60.47549057006836,0,849.79986572265625,0,0,122.22533416748047,76.33126068115234,266.1336669921875,3.1799440383911133,72.88201904296875
5776,0,60.243186950683594,0,803.288330078125,0,0,123.22613525390625,58.581993103027344,265.84027099609375,2.5780651569366455,135.70851135253906
5777,0,59.727874755859375,0,710.21856689453125,0,0,126.81676483154297,45.922847747802734,263.6897888183594,2.1766860485076904,179.6387481689453
5778,0,58.548526763916016,0,677.2442626953125,0,0,127.39452362060547,24.571361541748047,261.489501953125,2.192889451980591,104.95832824707031
5779,0,57.073638916015625,0,754.63336181640625,0,0,126.90567779541016,29.51987648010254,258.7833251953125,2.6079282760620117,111.63912200927734
5780,0,56.58907699584961,0,765.79449462890625,0,0.38225412368774414,125.71873474121094,20.665559768676758,259.8482666015625,2.9167234897613525,131.30931091308594
5781,0,54.59693908691406,0,621.47100830078125,0,0.3254890441894531,129.29562377929688,12.04046630859375,259.58856201171875,3.2430241107940674,120.36077117919922
5782,0,53.49168014526367,0,772.533447265625,0,0,128.0415496826172,5.4872355461120605,260.2945861816406,3.5334227085113525,120.84899139404297
5783,0,51.975154876708984,0,550.99639892578125,0,0,125.62797546386719,5.2940545082092285,260.17779541015625,2.898956298828125,76.97863006591797
5784,0,49.6153678894043,0,231.2333221435547,0,0,122.35017395019531,3.6623682975769043,253.72743225097656,2.644923210144043,12.420098304748535
5785,0,47.98549270629883,0,115.4422607421875,0,0,122.38109588623047,2.0465786457061768,248.16197204589844,3.6617300510406494,3.636888027191162
5786,0,48.16088104248047,0,93.3938217163086,0,0,121.32328033447266,1.6287827491760254,248.7877655029297,4.822072505950928,2.8015947341918945
5787,0,46.75019836425781,0,45.910987854003906,0,0,121.43280029296875,0.5632016062736511,246.716552734375,4.02889347076416,0.11808185279369354
5788,0,46.75720977783203,0,36.61216354370117,0,0,120.52880096435547,0.10812755674123764,239.53392028808594,1.9616379737854004,0
5789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5791,0,49.47137451171875,0,408.5834045410156,0,0,143.57870483398438,1.883423924446106,232.03909301757813,0.4166935384273529,0
5792,0,47.3051872253418,0,418.4715881347656,0,0,130.3041534423828,0.3652905821800232,235.75025939941406,1.6657963991165161,0
5793,0,46.59383773803711,0,357.5351257324219,0,0.0033394768834114075,123.5582504272461,0.13053114712238312,228.10838317871094,2.419450044631958,0
5794,0,46.607627868652344,0,267.8450622558594,0,0.007654320448637009,129.57650756835938,1.362738847732544,233.46002197265625,2.279151439666748,0
5795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5796,0,46.87936019897461,0,357.2870788574219,0,0,145.180908203125,0.0323113389313221,221.57003784179688,1.7115339040756226,0
5797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5800,0,NA,0,18.48204803466797,0,NA,170.51910400390625,5.161585807800293,176.74600219726563,NA,0
5801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5806,NA,NA,NA,NA,NA,NA,163.8441925048828,NA,209.8857421875,NA,NA
5807,NA,NA,NA,NA,NA,NA,150.7637939453125,NA,216.42271423339844,NA,NA
5808,NA,NA,NA,NA,NA,NA,137.99429321289063,NA,220.81336975097656,NA,NA
5809,0,20.528724670410156,7.9893390648067e-4,68.881256103515625,0,0,136.9623260498047,15.38370132446289,222.9635772705078,12.576733589172363,0
5810,0,16.45879554748535,0,28.047443389892578,0,0,136.15415954589844,2.0148327350616455,222.54229736328125,12.916769027709961,0
5811,0,18.200153350830078,0,10.490267753601074,0,0,147.94163513183594,0.4493076503276825,218.0933074951172,17.468259811401367,0
5812,NA,NA,NA,NA,NA,NA,172.42869567871094,NA,215.7894287109375,NA,NA
5813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5884,0,7.588974952697754,134.8989715576172,174.60145568847656,0,3.903876131516881e-5,215.42259216308594,183.55482482910156,243.87710571289063,34.07355499267578,77.99189758300781
5885,0,22.95651626586914,50.76818084716797,178.38485717773438,0,3.6396150244399905e-4,169.11729431152344,164.96128845214844,216.81680297851563,45.45210266113281,44.60050582885742
5886,0,39.20494842529297,78.83690643310547,238.50111389160156,0,0.024836963042616844,159.81642150878906,202.39117431640625,212.86927795410156,45.01765441894531,8.931147575378418
5887,0,49.29996871948242,85.201263427734375,269.8397216796875,0,0.04781835898756981,163.10174560546875,140.37203979492188,212.14431762695313,47.52728271484375,7.72003698348999
5888,0,58.214942932128906,217.44842529296875,268.66119384765625,0,0.1027364432811737,164.3615264892578,119.75315856933594,217.3052215576172,45.36007308959961,43.34962463378906
5889,0,66.3087387084961,597.982666015625,143.44805908203125,0,0.5207008719444275,169.14393615722656,110.56803894042969,247.43228149414063,24.01803207397461,99.87836456298828
5890,0,64.28516387939453,750.8704833984375,70.02233123779297,0,0.15323004126548767,171.39801025390625,113.25316619873047,251.6897735595703,19.57341194152832,52.10103988647461
5891,0,60.29882049560547,768.50341796875,56.82387924194336,0,0.05422692000865936,174.67892456054688,135.0774688720703,246.53358459472656,17.28227996826172,24.667537689208984
5892,0,55.93901824951172,632.5093994140625,73.5006103515625,0,0.008031937293708324,168.91778564453125,244.43223571777344,238.84613037109375,13.954487800598145,34.3382568359375
5893,0,51.04893112182617,510.9559326171875,132.73883056640625,0,0.008153724484145641,164.4666748046875,310.8624267578125,229.5660400390625,24.559749603271484,7.8167266845703125
5894,3.319801762700081e-4,45.948402404785156,532.61517333984375,141.15725708007813,0,0.008024454116821289,162.84703063964844,261.61041259765625,229.3126678466797,28.61760902404785,9.48919677734375
5895,0.0025919440668076277,42.562042236328125,564.67681884765625,88.05528259277344,0,0.002932025585323572,171.43435668945313,262.98101806640625,235.70855712890625,23.212162017822266,27.305044174194336
5896,1.287550403503701e-4,31.931428909301758,367.65960693359375,166.91204833984375,0,7.692422514082864e-5,155.33702087402344,276.3683166503906,224.8351593017578,41.478538513183594,3.7709643840789795
5897,0,27.95214080810547,273.7076721191406,200.22601318359375,0,1.2980845349375159e-4,143.1270751953125,276.65850830078125,216.1281280517578,46.610923767089844,1.160892128944397
5898,4.221420967951417e-4,33.82880401611328,436.9659729003906,190.36184692382813,0,4.6719302190467715e-5,143.72036743164063,250.39389038085938,223.63980102539063,40.49531555175781,4.706241130828857
5899,2.4396991648245603e-4,37.150150299072266,447.4814758300781,223.2526397705078,0,4.029557385365479e-5,143.91314697265625,215.13043212890625,229.64137268066406,42.98618698120117,8.390056610107422
5900,1.2742719263769686e-4,35.842552185058594,260.4152526855469,400.2577819824219,0,4.029557385365479e-5,145.8005828857422,204.96340942382813,232.41351318359375,44.917598724365234,4.067602157592773
5901,1.1757585980376462e-6,44.23356246948242,645.3369140625,123.30966186523438,0,4.0136150346370414e-5,152.37257385253906,214.50160217285156,251.96115112304688,24.834217071533203,11.616918563842773
5902,0,53.47417449951172,781.14898681640625,22.462778091430664,0,3.940425449400209e-5,152.89308166503906,137.69602966308594,284.5309143066406,8.3857269287109375,57.96009826660156
5903,0,56.364383697509766,699.2093505859375,6.309722900390625,0,0.0019600200466811657,150.72103881835938,268.78387451171875,295.70068359375,2.960944414138794,25.006729125976563
5904,0,59.55918884277344,294.03009033203125,54.656837463378906,0,0.0033007673919200897,146.1022491455078,633.44287109375,305.2924499511719,1.2995936870574951,16.874177932739258
5905,0,60.700557708740234,258.1458740234375,64.28910827636719,0,3.3268002880504355e-5,142.47068786621094,648.3919677734375,302.2431335449219,1.739405632019043,28.139907836914063
5906,0,63.43304443359375,129.89691162109375,164.13819885253906,0,4.223568339511985e-6,137.2053985595703,650.47418212890625,301.3882141113281,1.4859105348587036,54.2244758605957
5907,0,66.10315704345703,119.2384262084961,219.89369201660156,0,0,135.9990997314453,529.19720458984375,306.8550720214844,0.5777131915092468,130.2536163330078
5908,0,66.2501220703125,234.44256591796875,128.37295532226563,0,0.19572480022907257,140.9740753173828,442.6737060546875,305.8796691894531,0.6672319173812866,193.14559936523438
5909,0,66.90922546386719,525.4769287109375,39.48851776123047,0,0.40885162353515625,130.40452575683594,306.9848327636719,305.6359558105469,1.7073460817337036,126.72867584228516
5910,0,66.73180389404297,544.27398681640625,15.892777442932129,0,0.33729761838912964,125.73795318603516,253.24453735351563,303.3336181640625,3.302391529083252,185.12876892089844
5911,0,63.514122009277344,381.7173156738281,10.640410423278809,0,0,121.32466888427734,438.9501953125,301.3417663574219,4.2081522941589355,167.14808654785156
5912,0,62.35762023925781,257.39794921875,25.639989852905273,0,0,122.27677154541016,520.949951171875,295.7601318359375,5.2481255531311035,194.4923553466797
5913,0,61.777767181396484,110.77518463134766,131.30015563964844,0,0,122.53398132324219,552.46417236328125,286.76275634765625,5.333779811859131,203.90826416015625
5914,0,59.38333511352539,16.427213668823242,427.84521484375,0,0,126.06941223144531,298.3659973144531,275.0960693359375,3.2730321884155273,255.93882751464844
5915,0,58.25202941894531,0.7903526425361633,589.51593017578125,0,0,131.88851928710938,129.4620361328125,268.87506103515625,2.7848024368286133,278.8150939941406
5916,0,58.71311950683594,0.16049277782440186,617.7208251953125,0,0,129.4176788330078,129.0947265625,269.1151428222656,2.9472970962524414,251.67845153808594
5917,0,59.66523742675781,0.07250944525003433,509.8624572753906,0,0,127.39556121826172,235.51011657714844,270.820556640625,2.4834163188934326,253.2316131591797
5918,0,59.7607421875,3.0477722248178907e-5,598.1060791015625,0,0,126.6283950805664,132.1647491455078,271.96240234375,2.4018704891204834,268.4595642089844
5919,0,59.18340301513672,0,665.3778076171875,0,0,124.61621856689453,86.01310729980469,269.2369384765625,2.051845073699951,247.3992919921875
5920,0,58.49475860595703,0,784.1485595703125,0,0,122.56146240234375,62.06950378417969,265.8123779296875,1.960511326789856,152.57342529296875
5921,0,58.05476379394531,0,845.93133544921875,0,0,119.03607177734375,60.65798568725586,262.2469482421875,2.5606112480163574,92.31523132324219
5922,0,59.005859375,0.06746803969144821,870.01055908203125,0,0,118.94837188720703,58.493614196777344,262.8900451660156,2.9599320888519287,70.43098449707031
5923,0,59.29507064819336,0.03758646920323372,858.03302001953125,0,0,120.21308135986328,71.93677520751953,267.59228515625,1.8315812349319458,68.96504974365234
5924,0,59.59431838989258,0.010775074362754822,851.00152587890625,0,0,120.61844635009766,94.5538330078125,270.3868408203125,1.9326083660125732,53.447025299072266
5925,0,58.02524948120117,0,855.18524169921875,0,0,122.67008972167969,54.131202697753906,265.44744873046875,2.308379650115967,89.7243881225586
5926,0,58.97904968261719,0,797.04278564453125,0,0,127.44903564453125,39.50892639160156,265.6025085449219,2.090714454650879,150.9200439453125
5927,0,58.538665771484375,0,671.99688720703125,0,0,133.11968994140625,61.516517639160156,264.7087707519531,1.8044676780700684,232.74253845214844
5928,0,57.07691955566406,0,635.3604736328125,0,0,135.59315490722656,53.15791702270508,261.9564208984375,1.5087696313858032,155.6009063720703
5929,0,55.90520095825195,0,709.10430908203125,0,0,132.8726043701172,50.43704605102539,259.2941589355469,2.2323639392852783,110.62953186035156
5930,0,56.280914306640625,0,742.01654052734375,0,0.37032076716423035,130.28248596191406,22.3096866607666,262.1244201660156,1.9746947288513184,161.0393524169922
5931,0,55.94569778442383,0,588.44927978515625,0,0.3158910274505615,133.24269104003906,7.259489059448242,264.71917724609375,1.6421008110046387,153.83560180664063
5932,0,54.75670623779297,0,662.71136474609375,0,0,133.58460998535156,6.914873123168945,266.130859375,2.3964571952819824,102.52198791503906
5933,NA,NA,NA,NA,NA,NA,130.93991088867188,NA,267.7662048339844,NA,NA
5934,0,51.4159049987793,0,575.65576171875,0,0,129.5554656982422,4.197257995605469,262.7919921875,2.6898326873779297,77.324737548828125
5935,0,49.834712982177734,0,249.0534210205078,0,0,126.16201782226563,2.675755739212036,257.8253173828125,2.859933614730835,22.712400436401367
5936,0,50.3420524597168,0,39.26779556274414,0,0,125.8730697631836,0.21099264919757843,256.5653381347656,2.703429937362671,0.6652858257293701
5937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5940,0,50.446205139160156,0,345.71142578125,0,0,161.92410278320313,11.850825309753418,212.38754272460938,0.3262934386730194,0
5941,NA,NA,NA,NA,NA,NA,146.4606475830078,NA,235.03306579589844,NA,NA
5942,0,49.1358528137207,0,397.4465026855469,0,0,136.47361755371094,0.430781751871109,235.70726013183594,1.139345645904541,0
5943,NA,NA,NA,NA,NA,NA,131.67445373535156,NA,234.3129425048828,NA,NA
5944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5946,NA,NA,NA,NA,NA,NA,145.86036682128906,NA,226.6875762939453,NA,NA
5947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5949,0,NA,0,61.47652053833008,0,NA,164.37599182128906,5.001532077789307,183.14862060546875,NA,0
5950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5963,NA,NA,NA,NA,NA,NA,181.738037109375,NA,194.3217315673828,NA,NA
5964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6035,0,15.806265830993652,19.29320526123047,76.85187530517578,0,1.0131997260032222e-4,196.71165466308594,26.024919509887695,203.64210510253906,50.91088104248047,9.712735176086426
6036,0,36.4510612487793,52.97802734375,142.29898071289063,0,0.09277083724737167,170.1407928466797,111.36502838134766,196.22149658203125,45.245079040527344,13.467386245727539
6037,0,45.846839904785156,178.42391967773438,200.12925720214844,0,0.4317912757396698,170.6744842529297,162.47830200195313,211.0935821533203,55.12041473388672,17.718679428100586
6038,0,54.33169174194336,203.5834503173828,205.62808227539063,0,0.17866264283657074,181.9836883544922,110.60982513427734,215.984619140625,45.736595153808594,39.710994720458984
6039,0,62.718833923339844,541.60595703125,145.67477416992188,0,0.08502981066703796,185.5890655517578,102.65882873535156,238.95458984375,24.833114624023438,129.8404083251953
6040,0,61.3089599609375,639.4676513671875,134.86561584472656,0,0.0947362631559372,174.82113647460938,117.84981536865234,251.34397888183594,19.062177658081055,68.8620834350586
